"","Date","Location / Operator","Aircraft Type / Registration","Fatalities","year","month","day"
"220","27 Jan 1930","Kansas City, MissouriCentral  Airlines (Universal Aviation Corporation)","Travel Air A6000A?","5/5(0)","1930","Jan","27"
"221","03 Feb 1930","Hartford, ConnecticutColonial Air Transport","Pitcairn PA-6 MailwingNC801H","1/1(0)","1930","Feb","03"
"222","10 Feb 1930","Marden, EnglandAir Union","Farman F-63F-FHMY","2/6(0)","1930","Feb","10"
"223","18 Apr 1930","Jersey City, New JerseyCanadian Colonial Airways","Fairchild 71NC9148","4/4(0)","1930","Apr","18"
"224","10 May 1930","Buenos Aires, ArgentinaAeropostale","Latecoere 28F-AJPD","3/4(0)","1930","May","10"
"225","05 Jun 1930","Boston, MassachusettsColonial Air Transport","Ford Tri-Motor 5NC9675","1/15(0)","1930","Jun","05"
"226","07 Jul 1930","Bornholm, DenmarkDeutsche Lufthansa","Dornier WalD-864","5/8(0)","1930","Jul","07"
"227","10 Jul 1930","Arkansas Pass, TexasCross Airways","Lockheed Vega 5NC-394H","5/5(0)","1930","Jul","10"
"228","21 Jul 1930","Near Meopham, Kent, EnglandWalcot Air Line","Junkers F-13geG-AAZK","6/6(0)","1930","Jul","21"
"229","22 Aug 1930","Iglau, CzechoslovakiaCeskoslovenske Aerolinie","Ford 5-AT-C Tri MotorOK-FOR","10/11(0)","1930","Aug","22"
"230","11 Sep 1930","Croydon, EnglandSabena","Sabca F-VIIOO-AIN","2/2(0)","1930","Sep","11"
"231","25 Sep 1930","Edmonton, Alberta, CanadaWestern Canada Airways","Boeing 40CF-AIN","3/3(0)","1930","Sep","25"
"232","05 Oct 1930","Near Beauvais, FranceMilitary - British Air Ministry","Royal Airship Works R-101G-FAAW","48/54(0)","1930","Oct","05"
"233","06 Oct 1930","Dresden, GermanyDeutsche Lufthansa","Messerschmitt M-20BD-1930","8/8(0)","1930","Oct","06"
"234","12 Oct 1930","La Rache, MoroccoAeropostale","Latecoere 28F-AJUU","4/4(0)","1930","Oct","12"
"235","13 Oct 1930","Perth, AustraliaWings Ltd","de Havilland DH.80 Puss MothVH-UPC","3/3(?)","1930","Oct","13"
"236","28 Oct 1930","Prince Rupert, BC, CanadaAlaska-Washington Airways","Lockheed VegaNC103W","3/3(0)","1930","Oct","28"
"237","30 Oct 1930","Near Neufchatel, FranceImperial Airways","Handley Page W-8G-EBIX","3/6(0)","1930","Oct","30"
"238","30 Oct 1930","Brookston, IndianaEmbry Riddle Company","Pitcairn PA-6 Mailwing?","1/1(0)","1930","Oct","30"
"239","07 Nov 1930","Off of Santos, BrazilSyndicato Condor","Junkers G-24P-BAHA","1/9(0)","1930","Nov","07"
"240","18 Nov 1930","Techachapi Mountains, CaliforniaPacific Air Transport","Boeing 40NC5340","3/3(?)","1930","Nov","18"
"241","09 Dec 1930","Shanghai, ChinaChina National Aviation Corporation","Loening C-W Air Yaht?","4/6(0)","1930","Dec","09"
"242","08 Jan 1931","Melle, BelgiumSabena","Fokker F-VIIOO-AIL","2/2(0)","1931","Jan","08"
"243","22 Jan 1931","Bluff Mountain, WashingtonVarney Air Lines","Boeing 40NC741K","1/1(0)","1931","Jan","22"
"244","08 Feb 1931","Wairoa, New ZealandDominion Air Lines","Desoutter IIZK-ACA","3/3(0)","1931","Feb","08"
"245","20 Feb 1931","Bagot, Manitoba, CanadaWestern Canada Airways","Fokker Universal F-14?","2/3(0)","1931","Feb","20"
"246","24 Feb 1931","Off SpainAeropostale","Latecoere 32F-AITX","1/3(0)","1931","Feb","24"
"247","21 Mar 1931","New South Wales, AustraliaAustralian National Airways","Avro 10VH-UMF","8/8(0)","1931","Mar","21"
"248","31 Mar 1931","Bazaar, KansasTrans Continental and Western Air","Fokker F10A TrimotorNC-999","8/8(0)","1931","Mar","31"
"249","14 Apr 1931","Near Letschen, GermanyDeutsche Lufthansa","Messerschmitt M-20D-1928","2/10(0)","1931","Apr","14"
"250","05 May 1931","Burbank, CaliforniaPacific Air Transport","Boeing 40NC5390","2/2(0)","1931","May","05"
"251","22 May 1931","Wampit, AustraliaGuiena Airways","Junkers W-34VH-UNR","1/1(0)","1931","May","22"
"252","24 May 1931","Bellefonte, PennsylvaniaNational Air Transport","Boeing 95NC397E","1/1(0)","1931","May","24"
"253","07 Jun 1931","Near Sandoway, BurmaAir Orient","Fokker F-VIIBPH-AEO","4/4(0)","1931","Jun","07"
"254","11 Jun 1931","Walbridge, OhioRubner Flying Service","Lockheed Vega 2NC857E","2/3(0)","1931","Jun","11"
"255","13 Jun 1931","Saarbrucken, GermanyDeutsche Lufthansa","Dornier MerkurD-1455","4/4(0)","1931","Jun","13"
"256","12 Jul 1931","Chicago, IllinoisBraniff Airlines","Lockheed VegaNC8497","2/2(0)","1931","Jul","12"
"257","14 Jul 1931","Temora, AustraliaAustralian Aerial Services","Lasco LascowlVH-UGF","2/2(0)","1931","Jul","14"
"258","21 Jul 1931","Centralia, IllinoisAmerican Airways","Pitcairn PA-6 Mailwing?","1/1(0)","1931","Jul","21"
"259","24 Jul 1931","Kurudjevo, BulgariaCIDNA","Fokker F-VIIF-ALGT","7/7(0)","1931","Jul","24"
"260","09 Aug 1931","Cincinnati, OhioAmerican Airways","Ford 5-AT-C Tri MotorNC9662","6/6(0)","1931","Aug","09"
"261","14 Sep 1931","Chicago, IllinoisChicago-Detroit Airways","Lockheed VegaNC606","1/1(0)","1931","Sep","14"
"262","15 Sep 1931","Near Craiova, Oltenia, RomaniaCIDNA","Fokker F-VIIb-3mF-AIGT","6/6(0)","1931","Sep","15"
"263","16 Sep 1931","Oakland, CaliforniaPacific Air Transport","Boeing 40NC10347","4/4(0)","1931","Sep","16"
"264","06 Oct 1931","Novia Scotia, CanadaDeutsche Lufthansa","Heinkel HE-2D-1717","3/3(0)","1931","Oct","06"
"265","14 Oct 1931","BrazilSyndicato Condor","Dornier WalP-BALSA","3/3(0)","1931","Oct","14"
"266","05 Nov 1931","Camden, New JerseyNY, Phil., Washington AW","Lockheed Orion 9NC12221","5/5(0)","1931","Nov","05"
"267","13 Nov 1931","Sir Lowry's pass, South AfricaUnion Airways","De Havilland DH.80ZS-ACD","3/3(0)","1931","Nov","13"
"268","23 Nov 1931","Salt Lake City, UtahBoeing Air Transport","Boeing 40NC7465","1/1(0)","1931","Nov","23"
"269","24 Nov 1931","Near Tsinan, ChinaChina National Aviation Corporation","Stinson?","3/3(0)","1931","Nov","24"
"270","26 Nov 1931","Pasco, WashingtonVarney Air Lines","Boeing 40NC10338","1/1(0)","1931","Nov","26"
"271","05 Dec 1931","Kewanee, IllinoisBraniff Airways","Lockheed Vega 5NC433E","2/6(0)","1931","Dec","05"
"272","06 Dec 1931","Bangkok, ThailandKLM Royal Dutch Airlines","Fokker F-VIIb-3MPH-AFO","5/7(0)","1931","Dec","06"
"273","09 Dec 1931","Off AlgiersAeropostale","CAMS 56F-AIOX","2/2(0)","1931","Dec","09"
"274","31 Dec 1931","Springfield, OhioAmerican Airways","Fairchild Pilgrim 100A?","4/5(0)","1931","Dec","31"
"275","21 Jan 1932","Colvin Park, IlinoisNorthwest Airways","Stinson SM-2ANC443H","1/1(0)","1932","Jan","21"
"276","29 Jan 1932","Lebec, CaliforniaCentury Pacific Lines","Stinson SM-6000BNC10813","8/8(0)","1932","Jan","29"
"277","01 Feb 1932","Off Miami, FloridaBimini Airways","Fairchild?","5/5(0)","1932","Feb","01"
"278","02 Feb 1932","Rio Vista, CaliforniaBoeing Air Transport","Boeing 40 NC291","1/2(0)","1932","Feb","02"
"279","02 Feb 1932","Marcellus, MichiganTransamerican Airlines","Stearman C-3MBNC6411","1/1(0)","1932","Feb","02"
"280","27 Feb 1932","Off Setiba, BrazilAeropostale","Latecoere 28F-AJOX","3/3(0)","1932","Feb","27"
"281","08 Mar 1932","Saint Louis, IllinoisCentury Air Lines","Stinson SM-6000BNC11122","3/5(0)","1932","Mar","08"
"282","19 Mar 1932","Calimesa, CaliforniaAmerican Airways","Fokker F-10ANC652E","7/7(0)","1932","Mar","19"
"283","21 Mar 1932","Steubenville, OhioTrans Continental and Western Air","Northrop Alpha 3NC966Y","1/1(0)","1932","Mar","21"
"284","29 Mar 1932","Rutbah Wells, IraqAir Orient","Farman F-190F-AJDP
F-AJDP","3/3(0)","1932","Mar","29"
"285","31 Mar 1932","Bedford, OhioNational Air Transport","Boeing 95NC191E","1/1(0)","1932","Mar","31"
"286","21 Apr 1932","Fort Wayne, IndianaTransamerica Airlines","Stearman C-3MBNC6412","1/1(0)","1932","Apr","21"
"287","16 May 1932","Burbank, CaliforniaPacific Air Transport","Boeing 40NC5589","3/3(0)","1932","May","16"
"288","30 May 1932","Portland, OregonVarney Air Lines","Boeing 40NC830M","1/2(0)","1932","May","30"
"289","16 Jul 1932","Mount El Plomo, near Vitacura, ChilePanagra","Ford 5-AT-C Tri MotorNC403H","9/9(0)","1932","Jul","16"
"290","12 Aug 1932","Beyrouth, LebanonAir Orient","CAMS 53F-AIQY","0/7(0)","1932","Aug","12"
"291","31 Aug 1932","Tubergen, GermanyA B Aerotransport","Junkers G-23SE-AAE","2/2(0)","1932","Aug","31"
"292","08 Sep 1932","Salt Flats, TexasAmerican Airways","Fokker F-10NC9716","3/4(0)","1932","Sep","08"
"293","17 Sep 1932","Selsdon Park, EnglandAir Union","Liore-et-Olivier 213F-AIFE","1/2(0)","1932","Sep","17"
"294","18 Sep 1932","Byron Bay, AustraliaNew England Airways","De Havilland DH-80VH-UPM","3/3(0)","1932","Sep","18"
"295","12 Oct 1932","Port Etienne, MauritaniaAeropostale","Latecoere 28F-AJIP","1/1(0)","1932","Oct","12"
"296","26 Oct 1932","Villa Monte, BoliviaLloyd Aero Boliviano","Ford Tri-motor 5?","2/2(0)","1932","Oct","26"
"297","29 Oct 1932","Ramsgate, EnglandDeutsche Lufthansa","Junkers W-33 D-2017","2/2(0)","1932","Oct","29"
"298","02 Nov 1932","Echterpfuhl, GermanyDeutsche Lufthansa","Junkers F-13D-724","5/5(0)","1932","Nov","02"
"299","25 Nov 1932","Marianna, ArkansasHunter Airways","Travel Air 6000 NC369M","2/2(0)","1932","Nov","25"
"300","14 Dec 1932","Amarillo, TexasTrans Continental and Western Air","Ford 5NC9650","2/2(0)","1932","Dec","14"
"301","14 Dec 1932","Rocky Ridge, ColoradoBoeing Air Transport","Boeing 40NC281","1/1(0)","1932","Dec","14"
"302","26 Dec 1932","Wau, AustraliaGuinea Airways","De Havilland DH-60VH-UMJ","1/1(0)","1932","Dec","26"
"303","10 Jan 1933","AlgiersAeropostale","CAMS 53F-AISV","1/3(0)","1933","Jan","10"
"304","14 Jan 1933","Newark, New JerseyEastern Air Transport","Curtiss Condor 18NC185H","2/2(0)","1933","Jan","14"
"305","20 Jan 1933","Marietta, GeorgiaAmerican Airways","Stearman 4N490W","1/1(0)","1933","Jan","20"
"306","20 Jan 1933","Bourne, TexasAmerican Airways","Stearman 4NC11721","1/1(0)","1933","Jan","20"
"307","24 Jan 1933","Eugene, OregonPacific Air Transport","Ford 5-AT-DNC431H","2/3(0)","1933","Jan","24"
"308","11 Mar 1933","Near Mendoza, ArgentinaPan American Grace Airways","Fairchild FC-2WNC9723","2/2(0)","1933","Mar","11"
"309","25 Mar 1933","Hayward, CaliforniaVarney Airlines","Lockheed Orion 9NC12226","3/3(11)","1933","Mar","25"
"310","28 Mar 1933","Near Dixmude, BelgiumImperial Airways","Armstrong Whitworth Argosy IIG-AACI","15/15(0)","1933","Mar","28"
"311","03 Apr 1933","Hemkenrode, GermanyDeutsche Lufthansa","Junkers F-13D-534","1/2(0)","1933","Apr","03"
"312","04 Apr 1933","Off Barnegat, New JerseyMilitary - U.S. Navy","Goodyear-Zeppelin U.S.S. Akron (airship)ZRS-4","73/76(0)","1933","Apr","04"
"313","23 Apr 1933","Near Castrovillari, Calabria, ItalyAir Orient","Cams 53-1F-ALCE","5/8(0)","1933","Apr","23"
"314","29 Apr 1933","Traunstein, GermanyEurasia","Junkers W-34D-4","4/4(0)","1933","Apr","29"
"315","09 May 1933","Near Viladrau, SpainAeropostale - La Tecoere Company","Latecoere 28-1F-AJIX","6/6(0)","1933","May","09"
"316","04 Jun 1933","Bowling Green, VirginiaEastern Air Transport","Pitcairns PA-6?","1/1(0)","1933","Jun","04"
"317","11 Jun 1933","Glenview, IllinoisPalwaukee","Sikorsky S-38B (flying boat)NC-141M","9/9(0)","1933","Jun","11"
"318","18 Jul 1933","Aegean SeaSocieta Anonima Aero Expresso Italiana","CMASA Wal (flying boat)I-AZEE","6/6(0)","1933","Jul","18"
"319","29 Aug 1933","Quay, New MexicoTrans Continental and Western Air","Ford 5-AT-B Tri MotorNC9607","5/5(0)","1933","Aug","29"
"320","12 Sep 1933","Near Ljubljana, YugoslaviaAeroput","Farman F-306YU-SAH","8/8(0)","1933","Sep","12"
"321","10 Oct 1933","Chesterton, IndianaUnited Air Lines","Boeing 247NC13304","10/10(0)","1933","Oct","10"
"322","31 Oct 1933","Etobon, FranceAir France","Farman F-301F-AJMI","2/5(0)","1933","Oct","31"
"323","09 Nov 1933","Portland, OregonUnited Air Lines","Boeing 247NC13345","4/10(?)","1933","Nov","09"
"324","10 Nov 1933","Moriarty, New MexicoTrans Continental and Western Air","Northrop DeltaNC12292","0/1(0)","1933","Nov","10"
"325","20 Nov 1933","Near Tsinan, ChinaChina National Aviation Corporation","Stinson?","8/8(?)","1933","Nov","20"
"326","21 Nov 1933","Near Kharkov, Ukraine, USSRKalinin","Kalinin K-7?","14/20(0)","1933","Nov","21"
"327","24 Nov 1933","Wedron, IllinoisNational Air Transport","Boeing 247NC13324","2/2(0)","1933","Nov","24"
"328","11 Dec 1933","Hamburg, GermanyDeutsche Lufthansa","Focke-Wulf A-17D-1403","6/10(0)","1933","Dec","11"
"329","14 Dec 1933","Eshowe, South AfricaUnion Airways","Junkers W-34ZS-AEB","5/6(0)","1933","Dec","14"
"330","30 Dec 1933","Near Ruysselede, BelgiumImperial Airways","Avro 10G-ABLU","10/10(0)","1933","Dec","30"
"331","15 Jan 1934","Corbigny, FranceAir France","Dewoitine D-332F-AMMY","14/14(0)","1934","Jan","15"
"332","20 Jan 1934","Carombe, FranceAir France","Breguet 280TF-AJKX","2/2(0)","1934","Jan","20"
"333","23 Feb 1934","Near Salt Lake City, UtahBoeing Aircraft Company","Boeing 247NC13357","8/8(0)","1934","Feb","23"
"334","26 Feb 1934","Rio de Oro, MoroccoAir France","Latécoère 28F-AJPA","1/6(0)","1934","Feb","26"
"335","06 Mar 1934","Petersburg, IllinoisAmerican Airways","Fairchild Pilgrim 100ANC710Y","4/4(0)","1934","Mar","06"
"336","10 Mar 1934","Pereira, ColombiaPan American Airways (Scadta)","Sikorsky S-38 Flying BoatNC-9107","5/6(0)","1934","Mar","10"
"337","22 Mar 1934","Near Lima, PeruPan American Grace Airlines","Ford 5-AT-C Tri-MotorNC407H","3/15(0)","1934","Mar","22"
"338","10 Apr 1934","Ningpo Bay, ChinaChina National Aviation Corporation","Sikorsky S-38BBNV17V","3/3(0)","1934","Apr","10"
"339","09 May 1934","English ChannelAir France","Wibault 282T-12F-AMPH","6/6(0)","1934","May","09"
"340","31 May 1934","Croydon, EnglandAir France","Liore-et-Olivier 213F-AIVG","2/2(0)","1934","May","31"
"341","09 Jun 1934","Mongaup Mountain, New YorkAmerican Airways","Curtiss Condor T-32NC12354","7/7(0)","1934","Jun","09"
"342","11 Jun 1934","Junin, ArgentinaPanagra","Ford 5-AT-C Tri-MotorNC8417","6/10(0)","1934","Jun","11"
"343","22 Jun 1934","Chausseehausen, GermanyDeutsche Lufthansa","Dornier MerkurD-1445","1/7(0)","1934","Jun","22"
"344","23 Jun 1934","Burbank, CaliforniaAerevias Centrales Air Service","Lockheed OrionXA-BEJ","1/1(0)","1934","Jun","23"
"345","09 Jul 1934","San Bernardino, CaliforniaUnited Air Services","Lockheed VegaNC32E","3/4(0)","1934","Jul","09"
"346","27 Jul 1934","Near Tuttlingen, GermanySwissair","Curtiss AT-32C CondorCH-170","12/12(0)","1934","Jul","27"
"347","05 Aug 1934","Bahia, BrazilAir France","Latecoere 26F-AILK","2/2(0)","1934","Aug","05"
"348","10 Aug 1934","Ningbo, ChinaChina National Aviation Corporation","Sikorsky S-38B?","?/?(?)","1934","Aug","10"
"349","31 Aug 1934","Amazonia, MissouriRapid Air Transport","Stinson  SM-6000BNC11118","5/5(0)","1934","Aug","31"
"350","02 Oct 1934","English ChannelHillman's Airways","de havilland 89 Dragon RapideG-ACPM","7/7(0)","1934","Oct","02"
"351","03 Oct 1934","Near Winton, AustraliaQantas","de Havilland DH-50AVH-UHE","3/3(0)","1934","Oct","03"
"352","19 Oct 1934","Bass Strait, AustraliaHolymans Airways","de Havilland DH-86VH-URN","11/11(0)","1934","Oct","19"
"353","02 Nov 1934","Kiapit, AustraliaHoldens Air Transport Service","De Havilland DH-61VH-UHW","2/4(0)","1934","Nov","02"
"354","15 Nov 1934","Near Longreach, AustraliaQantas","de Havilland DH-86VH-USG","4/4(0)","1934","Nov","15"
"355","15 Nov 1934","Amazonia, MontanaRapid Air Transport","Stinson SM-6000-BNC10809","2/2(0)","1934","Nov","15"
"356","07 Dec 1934","Salchau, GermanyDeutsche Lufthansa","Junkers F-13D-OMAS","3/3(0)","1934","Dec","07"
"357","08 Dec 1934","Columbia, MissouriBraniff Airlines","Lockheed Vega 5CNC106W","1/1(0)","1934","Dec","08"
"358","10 Dec 1934","Palma Soriano, CubaCubana de Aviacion","Ford 4-AT-E Tri-motorNM-7","4/8(0)","1934","Dec","10"
"359","20 Dec 1934","Rutbah Wells, SyriaKLM Royal Dutch Airlines","Douglas DC-2-115APH-AJU","7/7(0)","1934","Dec","20"
"360","22 Dec 1934","Sunbright, TennesseeAmerican Airlines","Lockheed Orion 9DNC12286","1/1(0)","1934","Dec","22"
"361","31 Dec 1934","?Aeroflot","Tupolev ANT-9?","10/10(0)","1934","Dec","31"
"362","08 Jan 1935","Near Karachi, PakistanIndian Air Force","Wapiti?","0/2(15)","1935","Jan","08"
"363","26 Jan 1935","Pittsburgh, PennsylvaniaTrans Continental and Western Air","Consolidated FleetsterNC13212","1/1(0)","1935","Jan","26"
"364","31 Jan 1935","Stettin, GermanyDeruluft","Junkers JU-52/3mD-AREN","11/11(0)","1935","Jan","31"
"365","07 Mar 1935","Schievelbein, GermanyDeruluft","Rochrbach RolandD-AJYP","0/3(0)","1935","Mar","07"
"366","15 Mar 1935","El Arish, EgyptMisrair","de Havilland Dragon 1SU-ABI","3/6(0)","1935","Mar","15"
"367","29 Mar 1935","Off Samland, GermanyDeutsche Lufthansa","Junkers F-13D-OHIL","5/5(0)","1935","Mar","29"
"368","01 Apr 1935","Beauvais, FranceAir France","Farman F-300F-ALHQ","1/3(0)","1935","Apr","01"
"369","06 Apr 1935","Brilon, GermanyKLM Royal Dutch Airlines","Fokker F-12PH-AFL","7/7(0)","1935","Apr","06"
"370","01 May 1935","Near Walsenberg, ColoradoVarney Air Lines","Lockheed VegaNC891E","1/1(0)","1935","May","01"
"371","06 May 1935","Atlanta, MissouriTrans Continental and Western Air","Douglas DC-2-112NC13785","5/14(0)","1935","May","06"
"372","18 May 1935","Near Moscow, RussiaGor'ky Eskadril'ya","Tupolev ANT-20 / I-5CCCP-I20","50/50(2)","1935","May","18"
"373","18 May 1935","Flint, MichiganKnowles Flying Service of Detroit","Ford model 4-AT-EWC-7864","3/12(0)","1935","May","18"
"374","27 May 1935","Glendo, WyomingWyoming Air Service","Boeing 221NC725W","1/1(0)","1935","May","27"
"375","28 May 1935","Maywood, IllinoisChicago and Southern Airlines","Stinson SM6000B Tri-motorNC10894","2/2(0)","1935","May","28"
"376","29 May 1935","San Barbra, Honduras?","??","6/9(0)","1935","May","29"
"377","24 Jun 1935","Medellin, ColombiaServicio Aereo Columbiano / SCADTA","Ford Tri-Motor / Ford Tri-MotorC-31 / F-31","17/20(0)","1935","Jun","24"
"378","14 Jul 1935","Amsterdam, NetherlandsKLM Royal Dutch Airlines","Fokker F-XXIIPH-AJQ","6/20(0)","1935","Jul","14"
"379","19 Jul 1935","Off Chandeleur Island, MississippiWedell-Williams Air Service Corporation","General 102-ENC-492K","2/2(0)","1935","Jul","19"
"380","20 Jul 1935","Pian Giacomo, SwitzerlandKLM Royal Dutch Airlines","Douglas DC-2PH-AKG","13/13(0)","1935","Jul","20"
"381","23 Jul 1935","Cardiff, United KingdomJersey Airways","de Havilland DH-84 DragonG-ACMP","1/8(0)","1935","Jul","23"
"382","28 Jul 1935","El Retiro, ColombiaFuerza Aerea Colombiana","Junkers W-34406","5/5(0)","1935","Jul","28"
"383","07 Aug 1935","Cairo, EgyptAla Littoria","Savoia-Marchetti S-66I-REDI","7/7(0)","1935","Aug","07"
"384","13 Aug 1935","Hangow, ChinaChina National Aviation Corporation","Sikorsky S-38BNV40V","?/?(?)","1935","Aug","13"
"385","14 Aug 1935","Near Gilmer, TexasDelta Air Lines","Stinson Model ANC14599","4/4(0)","1935","Aug","14"
"386","15 Aug 1935","Walakpa, near Point Barrow, AlaskaPrivate","Lockheed Orion 9E Explorer float planeNR12283","2/2(0)","1935","Aug","15"
"387","15 Aug 1935","Near Glendo, WyomingAero Mayflower Transit Co","Waco, model YLCNC14140","3/3(0)","1935","Aug","15"
"388","01 Sep 1935","Burbank, CaliforniaWestern Air Express","Boeing 247NC13314","3/3(0)","1935","Sep","01"
"389","13 Sep 1935","Near Tambo, PanamaPanama Airways","Ford Tri-Motor?","8/8(0)","1935","Sep","13"
"390","02 Oct 1935","Off Finders Island, Victoria, AustraliaHolyman Airways","de Havilland DH-86VH-URT","5/5(0)","1935","Oct","02"
"391","07 Oct 1935","Near Cheyenne, WyomingUnited Air Lines","Boeing 247DNC13317","12/12(0)","1935","Oct","07"
"392","09 Oct 1935","Gulf of FinlandAero O-Y","Junkers F-13OH-ALI","6/6(0)","1935","Oct","09"
"393","21 Oct 1935","Troy, New YorkChamberlin Flying Service","Curtiss AT-32C CondorNC725K","1/6(0)","1935","Oct","21"
"394","30 Oct 1935","Cheyenne, WyomingUnited Air Lines","Boeing B-247-DNC13323","4/4(0)","1935","Oct","30"
"395","02 Nov 1935","Off Nhambupe, BrazilAir France","Latécoère 28-1F-AJIQ","4/4(0)","1935","Nov","02"
"396","09 Nov 1935","Near Fort Worth, TexasBraniff Airlines","Lockheed VegaNC980Y","1/1(0)","1935","Nov","09"
"397","09 Nov 1935","Brindisi, ItalyImperial Airways","Short S-17 KentG-ABFB","12/13(0)","1935","Nov","09"
"398","11 Nov 1935","Istres, FranceAir France","Latecoere 28F-AJPB","3/3(0)","1935","Nov","11"
"399","04 Dec 1935","Tours, FranceAir Bleu","Caudron C-630 SimounF-ANRK","1/2(0)","1935","Dec","04"
"400","10 Dec 1935","Croydon, EnglandSabena","Savoia-Marchetti SM73OO-AGN","11/11(0)","1935","Dec","10"
"401","24 Dec 1935","Wroctaw, PolandDeutsche Lufthansa","Heinkel He-70D-UVOR","3/3(0)","1935","Dec","24"
"402","31 Dec 1935","Off Alexandria, EgyptImperial Airways","Short S-8 Calcutta flying boatG-AASJ","12/13(0)","1935","Dec","31"
"403","14 Jan 1936","Tres Esquinas, ColombiaMilitary - Fuerza Aerea Colombiana","Junkers JU-52624","13/16(0)","1936","Jan","14"
"404","14 Jan 1936","Goodwin, ArkansasAmerican Airlines","Douglas DC-2-120NC14274","17/17(0)","1936","Jan","14"
